t,value
1571949706,8
1571949709,8
1571949712,8
1571949715,8
1571949718,8
1571949721,8
1571949724,8
1571949727,8
1571949730,8
1571949733,8
1571949736,8
1571949739,8
1571949742,8
1571949745,8
1571949748,8
1571949751,8
1571949754,8
1571949757,8
1571949760,8
1571949763,8
1571949766,8
1571949769,8
1571949772,8
1571949775,8
1571949778,8
