t,value
1571949244,11
1571949247,12
1571949250,12
1571949253,12
1571949256,12
1571949259,12
1571949262,12
1571949265,12
1571949268,12
1571949271,12
1571949274,12
1571949277,12
1571949280,12
1571949283,12
1571949286,12
1571949289,12
1571949292,12
1571949295,12
1571949298,12
1571949301,12
1571949304,12
1571949307,12
1571949310,12
1571949313,12
1571949316,12
1571949319,12
1571949322,12
1571949325,12
1571949328,12
1571949331,12
1571949334,12
1571949337,12
1571949340,12
1571949343,12
1571949346,12
1571949349,12
1571949352,12
1571949355,12
1571949358,12
1571949361,12
1571949364,12
1571949367,12
1571949370,12
1571949373,12
1571949376,12
1571949379,12
1571949382,12
1571949385,12
1571949388,12
1571949391,12
1571949394,12
1571949397,12
1571949400,12
1571949403,12
1571949406,12
1571949409,12
1571949412,12
1571949415,12
1571949418,12
1571949421,12
1571949424,12
1571949427,12
1571949430,12
1571949433,12
1571949436,12
1571949439,12
1571949442,12
1571949445,12
1571949448,12
1571949451,12
1571949454,12
1571949457,12
1571949460,12
1571949463,12
1571949466,12
1571949469,12
1571949472,12
1571949475,12
1571949478,12
1571949481,12
1571949484,12
1571949487,12
1571949490,12
1571949493,12
1571949496,12
1571949499,12
1571949502,12
1571949505,12
1571949508,12
1571949511,12
1571949514,12
1571949517,12
1571949520,12
1571949523,12
1571949526,12
1571949529,12
1571949532,12
1571949535,12
1571949538,12
1571949541,12
1571949544,12
1571949547,12
1571949550,12
1571949553,12
1571949556,12
1571949559,12
1571949562,12
1571949565,12
1571949568,12
1571949571,12
1571949574,12
1571949577,12
1571949580,12
1571949583,12
1571949586,12
1571949589,12
1571949592,12
1571949595,12
1571949598,12
1571949601,12
1571949604,12
1571949607,12
1571949610,12
1571949613,12
1571949616,12
1571949619,12
1571949622,12
1571949625,12
1571949628,12
1571949631,12
1571949634,12
1571949637,12
1571949640,12
1571949643,12
1571949646,12
1571949649,12
1571949652,12
1571949655,12
1571949658,12
1571949661,12
1571949664,12
1571949667,12
1571949670,12
1571949673,12
1571949676,12
1571949679,12
1571949682,12
1571949685,12
1571949688,12
1571949691,12
1571949694,12
1571949697,12
1571949700,12
1571949703,12
1571949706,12
1571949709,12
1571949712,12
1571949715,12
1571949718,12
1571949721,12
1571949724,12
1571949727,12
1571949730,12
1571949733,12
1571949736,12
1571949739,12
1571949742,12
1571949745,12
1571949748,12
1571949751,12
1571949754,12
1571949757,12
1571949760,12
1571949763,12
1571949766,12
1571949769,12
1571949772,12
1571949775,12
1571949778,12
