t,value
1571949706,46
1571949709,46
1571949712,46
1571949715,45
1571949718,45
1571949721,45
1571949724,46
1571949727,46
1571949730,46
1571949733,46
1571949736,45
1571949739,45
1571949742,45
1571949745,46
1571949748,46
1571949751,46
1571949754,46
1571949757,45
1571949760,45
1571949763,45
1571949766,46
1571949769,46
1571949772,46
1571949775,45
1571949778,45
